packet_size,duration_ms,src_port,dst_port,failed_logins,request_rate,payload_size,touch_count,bytes_per_ms,payload_ratio,auth_density,privileged_dst,is_tamper_event,request_burst,service_risk,touch_intensity,dwell_score,mesh_signal,event_type,scenario,label,actor_type
569,293,38391,443,0,4.21,392,0,1.942,0.6889,0.0,0,0,0,0.18,0.0,69.5962,0,network,firmware_check,normal,benign
270,147,24385,1883,0,7.39,136,0,1.8367,0.5037,0.0,1,0,0,0.52,0.0,19.8917,0,heartbeat,heartbeat,normal,benign
92,17,39589,8080,2,133.11,35,0,5.4118,0.3804,0.015,0,0,1,0.28,0.0,0.1277,0,network,port_scan,attack,bot
573,120,37440,443,0,4.37,451,0,4.775,0.7871,0.0,0,0,0,0.18,0.0,27.46,0,network,firmware_check,normal,benign
627,180,41838,443,0,7.54,512,0,3.4833,0.8166,0.0,0,0,0,0.18,0.0,23.8727,0,network,firmware_check,normal,benign
885,15,47241,80,2,205.68,1002,0,59.0,1.1322,0.0097,0,0,1,0.2,0.0,0.0729,0,network,request_flood,attack,bot
157,101,30878,1883,0,8.27,67,0,1.5545,0.4268,0.0,1,0,0,0.52,0.0,12.2128,1,mesh_alert,mesh_status,normal,benign
569,241,44514,443,0,4.12,353,0,2.361,0.6204,0.0,0,0,0,0.18,0.0,58.4951,0,network,firmware_check,normal,benign
266,86,54717,1883,0,7.53,105,0,3.093,0.3947,0.0,1,0,0,0.52,0.0,11.421,1,mesh_alert,mesh_status,normal,benign
286,248,47395,443,0,13.11,99,0,1.1532,0.3462,0.0,0,0,0,0.18,0.0,18.9169,0,status,dashboard_poll,normal,benign
687,147,49700,1883,5,96.6,465,1,4.6735,0.6769,0.0518,1,1,1,0.52,0.333,1.5217,0,tamper,physical_tamper,attack,human
360,146,44579,8080,0,14.42,287,0,2.4658,0.7972,0.0,0,0,0,0.28,0.0,10.1248,0,network,telemetry_upload,normal,benign
606,203,49725,443,0,4.71,443,0,2.9852,0.731,0.0,0,0,0,0.18,0.0,43.0998,0,network,firmware_check,normal,benign
340,163,39795,443,0,11.43,200,0,2.0859,0.5882,0.0,0,0,0,0.18,0.0,14.2607,0,status,dashboard_poll,normal,benign
353,116,48312,443,12,39.45,278,0,3.0431,0.7875,0.3042,0,0,0,0.18,0.0,2.9404,0,network,credential_stuffing,attack,human
1072,23,56513,443,1,294.76,964,0,46.6087,0.8993,0.0034,0,0,1,0.18,0.0,0.078,0,network,request_flood,attack,bot
267,161,31518,443,0,8.73,102,0,1.6584,0.382,0.0,0,0,0,0.18,0.0,18.4422,0,status,dashboard_poll,normal,benign
450,140,53402,8080,0,9.42,243,0,3.2143,0.54,0.0,0,0,0,0.28,0.0,14.862,0,network,telemetry_upload,normal,benign
285,80,62452,443,11,45.39,128,0,3.5625,0.4491,0.2423,0,0,0,0.18,0.0,1.7625,0,network,credential_stuffing,attack,human
730,218,26682,443,0,5.09,482,0,3.3486,0.6603,0.0,0,0,0,0.18,0.0,42.8291,0,network,firmware_check,normal,benign
308,97,46786,1883,0,9.5,160,0,3.1753,0.5195,0.0,1,0,0,0.52,0.0,10.2105,0,heartbeat,heartbeat,normal,benign
372,180,39274,80,0,9.44,169,0,2.0667,0.4543,0.0,0,0,0,0.2,0.0,19.0678,0,status,dashboard_poll,normal,benign
720,9,53414,1883,1,368.81,1069,0,80.0,1.4847,0.0027,1,0,1,0.52,0.0,0.0244,0,network,request_flood,attack,bot
648,266,45317,443,0,4.33,543,0,2.4361,0.838,0.0,0,0,0,0.18,0.0,61.4319,0,network,firmware_check,normal,benign
890,132,55571,23,7,133.51,392,4,6.7424,0.4404,0.0524,1,1,1,0.92,1.333,0.9887,0,tamper,physical_tamper,attack,human
349,166,32222,443,0,10.97,208,0,2.1024,0.596,0.0,0,0,0,0.18,0.0,15.1322,0,status,dashboard_poll,normal,benign
844,24,41786,443,0,407.02,1180,0,35.1667,1.3981,0.0,0,0,1,0.18,0.0,0.059,0,network,request_flood,attack,bot
206,87,24294,1883,0,6.72,53,0,2.3678,0.2573,0.0,1,0,0,0.52,0.0,12.9464,1,mesh_alert,mesh_status,normal,benign
1440,10,60677,443,1,366.65,797,0,144.0,0.5535,0.0027,0,0,1,0.18,0.0,0.0273,0,network,request_flood,attack,bot
277,600,39276,1883,4,6.05,106,1,0.4617,0.3827,0.6612,1,0,0,0.52,0.333,99.1736,0,network,low_and_slow_probe,attack,apt
319,108,53588,3389,21,90.2,148,0,2.9537,0.4639,0.2328,1,0,1,0.96,0.0,1.1973,0,network,credential_stuffing,attack,human
194,830,34442,80,2,11.94,221,0,0.2337,1.1392,0.1675,0,0,0,0.2,0.0,69.5142,0,network,low_and_slow_probe,attack,apt
528,298,28465,443,0,5.45,431,0,1.7718,0.8163,0.0,0,0,0,0.18,0.0,54.6789,0,network,firmware_check,normal,benign
320,471,47080,22,5,6.79,145,0,0.6794,0.4531,0.7364,1,0,0,0.86,0.0,69.3667,0,network,low_and_slow_probe,attack,apt
638,87,55009,3389,12,102.97,513,4,7.3333,0.8041,0.1165,1,1,1,0.96,1.333,0.8449,0,tamper,physical_tamper,attack,human
165,75,43051,1883,0,4.4,56,0,2.2,0.3394,0.0,1,0,0,0.52,0.0,17.0455,1,mesh_alert,mesh_status,normal,benign
281,68,34113,1883,0,3.5,114,0,4.1324,0.4057,0.0,1,0,0,0.52,0.0,19.4286,1,mesh_alert,mesh_status,normal,benign
884,24,36719,8080,2,373.31,718,0,36.8333,0.8122,0.0054,0,0,1,0.28,0.0,0.0643,0,network,request_flood,attack,bot
94,32,51246,1883,2,126.13,23,0,2.9375,0.2447,0.0159,1,0,1,0.52,0.0,0.2537,0,network,port_scan,attack,bot
325,175,26692,443,0,11.77,169,0,1.8571,0.52,0.0,0,0,0,0.18,0.0,14.8683,0,status,dashboard_poll,normal,benign
549,179,55081,443,0,2.95,398,0,3.067,0.725,0.0,0,0,0,0.18,0.0,60.678,0,network,firmware_check,normal,benign
167,88,57332,1883,0,7.05,45,0,1.8977,0.2695,0.0,1,0,0,0.52,0.0,12.4823,1,mesh_alert,mesh_status,normal,benign
239,78,29917,1883,0,7.06,75,0,3.0641,0.3138,0.0,1,0,0,0.52,0.0,11.0482,1,mesh_alert,mesh_status,normal,benign
327,216,52676,80,0,2.21,144,0,1.5139,0.4404,0.0,0,0,0,0.2,0.0,97.7376,0,status,dashboard_poll,normal,benign
287,201,38602,443,0,7.06,116,0,1.4279,0.4042,0.0,0,0,0,0.18,0.0,28.4703,0,status,dashboard_poll,normal,benign
733,187,39740,443,0,4.55,558,0,3.9198,0.7613,0.0,0,0,0,0.18,0.0,41.0989,0,network,firmware_check,normal,benign
333,172,37188,1883,2,50.71,91,0,1.936,0.2733,0.0394,1,0,0,0.52,0.0,3.3918,1,mesh_alert,mesh_pivot_alert,attack,apt
97,15,55254,23,2,87.77,77,0,6.4667,0.7938,0.0228,1,0,0,0.92,0.0,0.1709,0,network,port_scan,attack,bot
318,113,31716,443,0,9.4,170,0,2.8142,0.5346,0.0,0,0,0,0.18,0.0,12.0213,0,heartbeat,heartbeat,normal,benign
217,81,30875,1883,0,5.4,76,0,2.679,0.3502,0.0,1,0,0,0.52,0.0,15.0,1,mesh_alert,mesh_status,normal,benign
781,14,40587,443,1,254.47,763,0,55.7857,0.977,0.0039,0,0,1,0.18,0.0,0.055,0,network,request_flood,attack,bot
398,176,62532,1883,0,11.01,226,0,2.2614,0.5678,0.0,1,0,0,0.52,0.0,15.9855,0,network,telemetry_upload,normal,benign
651,193,30335,443,0,4.76,403,0,3.3731,0.619,0.0,0,0,0,0.18,0.0,40.5462,0,network,firmware_check,normal,benign
368,115,58225,3389,20,80.83,185,0,3.2,0.5027,0.2474,1,0,0,0.96,0.0,1.4227,0,network,credential_stuffing,attack,human
314,139,31530,443,0,9.48,176,0,2.259,0.5605,0.0,0,0,0,0.18,0.0,14.6624,0,status,dashboard_poll,normal,benign
572,203,62060,8080,0,20.88,353,0,2.8177,0.6171,0.0,0,0,0,0.28,0.0,9.7222,0,network,telemetry_upload,normal,benign
922,24,43592,80,0,394.63,1387,0,38.4167,1.5,0.0,0,0,1,0.2,0.0,0.0608,0,network,request_flood,attack,bot
412,113,30882,443,0,19.56,213,0,3.646,0.517,0.0,0,0,0,0.18,0.0,5.7771,0,network,telemetry_upload,normal,benign
274,110,36107,443,0,7.65,146,0,2.4909,0.5328,0.0,0,0,0,0.18,0.0,14.3791,0,heartbeat,heartbeat,normal,benign
247,76,25880,1883,0,4.88,86,0,3.25,0.3482,0.0,1,0,0,0.52,0.0,15.5738,1,mesh_alert,mesh_status,normal,benign
332,98,49119,1883,0,18.56,195,0,3.3878,0.5873,0.0,1,0,0,0.52,0.0,5.2802,0,network,telemetry_upload,normal,benign
522,249,41675,443,0,3.79,431,0,2.0964,0.8257,0.0,0,0,0,0.18,0.0,65.6992,0,network,firmware_check,normal,benign
357,126,62208,443,5,26.87,219,0,2.8333,0.6134,0.1861,0,0,0,0.18,0.0,4.6892,1,mesh_alert,mesh_pivot_alert,attack,apt
212,1048,61793,443,1,8.18,135,0,0.2023,0.6368,0.1222,0,0,0,0.18,0.0,128.1174,0,network,low_and_slow_probe,attack,apt
520,215,49698,443,0,2.97,367,0,2.4186,0.7058,0.0,0,0,0,0.18,0.0,72.3906,0,network,firmware_check,normal,benign
224,73,60398,1883,0,8.56,57,0,3.0685,0.2545,0.0,1,0,0,0.52,0.0,8.528,1,mesh_alert,mesh_status,normal,benign
688,256,53090,443,0,3.12,431,0,2.6875,0.6265,0.0,0,0,0,0.18,0.0,82.0513,0,network,firmware_check,normal,benign
527,244,24372,443,0,6.78,320,0,2.1598,0.6072,0.0,0,0,0,0.18,0.0,35.9882,0,network,firmware_check,normal,benign
291,228,64565,443,0,10.21,89,0,1.2763,0.3058,0.0,0,0,0,0.18,0.0,22.331,0,status,dashboard_poll,normal,benign
222,201,40979,80,0,8.1,127,0,1.1045,0.5721,0.0,0,0,0,0.2,0.0,24.8148,0,status,dashboard_poll,normal,benign
272,114,44464,443,0,5.18,133,0,2.386,0.489,0.0,0,0,0,0.18,0.0,22.0077,0,heartbeat,heartbeat,normal,benign
873,86,40536,22,8,98.14,685,4,10.1512,0.7847,0.0815,1,1,1,0.86,1.333,0.8763,0,tamper,physical_tamper,attack,human
334,88,48967,1883,0,8.18,149,0,3.7955,0.4461,0.0,1,0,0,0.52,0.0,10.7579,0,heartbeat,heartbeat,normal,benign
332,159,36796,22,12,60.17,137,0,2.0881,0.4127,0.1994,1,0,0,0.86,0.0,2.6425,0,network,credential_stuffing,attack,human
237,91,57905,1883,0,11.37,85,0,2.6044,0.3586,0.0,1,0,0,0.52,0.0,8.0035,0,heartbeat,heartbeat,normal,benign
608,261,63691,443,0,3.64,438,0,2.3295,0.7204,0.0,0,0,0,0.18,0.0,71.7033,0,network,firmware_check,normal,benign
289,75,42203,1883,0,3.33,116,0,3.8533,0.4014,0.0,1,0,0,0.52,0.0,22.5225,0,heartbeat,heartbeat,normal,benign
614,298,46454,443,0,3.83,357,0,2.0604,0.5814,0.0,0,0,0,0.18,0.0,77.8068,0,network,firmware_check,normal,benign
447,163,23029,443,0,10.73,356,0,2.7423,0.7964,0.0,0,0,0,0.18,0.0,15.1911,0,network,telemetry_upload,normal,benign
249,96,54366,1883,0,7.25,68,0,2.5938,0.2731,0.0,1,0,0,0.52,0.0,13.2414,1,mesh_alert,mesh_status,normal,benign
82,42,45795,22,0,183.07,88,0,1.9524,1.0732,0.0,1,0,1,0.86,0.0,0.2294,0,network,port_scan,attack,bot
160,44,34699,3389,2,172.55,52,0,3.6364,0.325,0.0116,1,0,1,0.96,0.0,0.255,0,network,port_scan,attack,bot
306,1023,53746,22,2,10.3,215,1,0.2991,0.7026,0.1942,1,0,0,0.86,0.333,99.3204,0,network,low_and_slow_probe,attack,apt
389,191,23586,1883,0,10.65,284,0,2.0366,0.7301,0.0,1,0,0,0.52,0.0,17.9343,0,network,telemetry_upload,normal,benign
250,555,34050,1883,4,10.09,184,0,0.4505,0.736,0.3964,1,0,0,0.52,0.0,55.005,0,network,low_and_slow_probe,attack,apt
778,12,33319,80,1,254.82,877,0,64.8333,1.1272,0.0039,0,0,1,0.2,0.0,0.0471,0,network,request_flood,attack,bot
193,57,58790,1883,0,9.97,82,0,3.386,0.4249,0.0,1,0,0,0.52,0.0,5.7172,1,mesh_alert,mesh_status,normal,benign
194,201,26372,443,0,7.38,105,0,0.9652,0.5412,0.0,0,0,0,0.18,0.0,27.2358,0,status,dashboard_poll,normal,benign
477,153,44505,443,0,8.6,374,0,3.1176,0.7841,0.0,0,0,0,0.18,0.0,17.7907,0,network,telemetry_upload,normal,benign
351,225,49217,443,0,5.5,121,0,1.56,0.3447,0.0,0,0,0,0.18,0.0,40.9091,0,status,dashboard_poll,normal,benign
317,113,26634,80,0,9.08,139,0,2.8053,0.4385,0.0,0,0,0,0.2,0.0,12.4449,0,status,dashboard_poll,normal,benign
248,188,42607,443,5,64.95,239,0,1.3191,0.9637,0.077,0,0,0,0.18,0.0,2.8945,1,mesh_alert,mesh_pivot_alert,attack,apt
416,187,33919,443,0,3.22,265,0,2.2246,0.637,0.0,0,0,0,0.18,0.0,58.0745,0,network,firmware_check,normal,benign
391,171,42864,443,0,8.43,147,0,2.2865,0.376,0.0,0,0,0,0.18,0.0,20.2847,0,status,dashboard_poll,normal,benign
419,163,51435,443,0,11.2,166,0,2.5706,0.3962,0.0,0,0,0,0.18,0.0,14.5536,0,status,dashboard_poll,normal,benign
595,211,49463,443,0,1.32,346,0,2.8199,0.5815,0.0,0,0,0,0.18,0.0,159.8485,0,network,firmware_check,normal,benign
249,106,54129,1883,0,4.01,135,0,2.3491,0.5422,0.0,1,0,0,0.52,0.0,26.4339,0,heartbeat,heartbeat,normal,benign
309,61,37482,443,19,78.35,231,0,5.0656,0.7476,0.2425,0,0,0,0.18,0.0,0.7786,0,network,credential_stuffing,attack,human
239,101,26522,1883,0,6.4,97,0,2.3663,0.4059,0.0,1,0,0,0.52,0.0,15.7812,1,mesh_alert,mesh_status,normal,benign
460,200,42771,1883,0,4.67,292,0,2.3,0.6348,0.0,1,0,0,0.52,0.0,42.8266,0,network,telemetry_upload,normal,benign
348,163,39515,1883,0,16.18,258,0,2.135,0.7414,0.0,1,0,0,0.52,0.0,10.0742,0,network,telemetry_upload,normal,benign
361,116,52752,80,0,8.73,157,0,3.1121,0.4349,0.0,0,0,0,0.2,0.0,13.2875,0,status,dashboard_poll,normal,benign
270,830,62605,443,3,16.1,230,1,0.3253,0.8519,0.1863,0,0,0,0.18,0.333,51.5528,0,network,low_and_slow_probe,attack,apt
535,208,63931,443,0,4.28,353,0,2.5721,0.6598,0.0,0,0,0,0.18,0.0,48.5981,0,network,firmware_check,normal,benign
507,148,55382,443,0,9.73,229,0,3.4257,0.4517,0.0,0,0,0,0.18,0.0,15.2107,0,network,telemetry_upload,normal,benign
237,194,63676,443,0,7.63,115,0,1.2216,0.4852,0.0,0,0,0,0.18,0.0,25.426,0,status,dashboard_poll,normal,benign
297,422,51042,443,1,13.11,70,1,0.7038,0.2357,0.0763,0,0,0,0.18,0.333,32.1892,0,network,low_and_slow_probe,attack,apt
460,128,63156,8080,0,8.33,328,0,3.5938,0.713,0.0,0,0,0,0.28,0.0,15.3661,0,network,telemetry_upload,normal,benign
354,199,56673,80,0,12.9,203,0,1.7789,0.5734,0.0,0,0,0,0.2,0.0,15.4264,0,status,dashboard_poll,normal,benign
96,37,56266,21,0,132.77,56,0,2.5946,0.5833,0.0,1,0,1,0.75,0.0,0.2787,0,network,port_scan,attack,bot
192,94,25957,1883,0,5.9,79,0,2.0426,0.4115,0.0,1,0,0,0.52,0.0,15.9322,1,mesh_alert,mesh_status,normal,benign
310,110,57930,443,0,7.21,165,0,2.8182,0.5323,0.0,0,0,0,0.18,0.0,15.2566,0,heartbeat,heartbeat,normal,benign
468,218,28251,443,0,4.44,300,0,2.1468,0.641,0.0,0,0,0,0.18,0.0,49.0991,0,network,firmware_check,normal,benign
314,105,26644,443,0,7.32,119,0,2.9905,0.379,0.0,0,0,0,0.18,0.0,14.3443,0,heartbeat,heartbeat,normal,benign
677,234,39738,443,0,5.17,473,0,2.8932,0.6987,0.0,0,0,0,0.18,0.0,45.2611,0,network,firmware_check,normal,benign
177,55,36912,1883,0,5.55,67,0,3.2182,0.3785,0.0,1,0,0,0.52,0.0,9.9099,1,mesh_alert,mesh_status,normal,benign
250,74,40693,1883,0,6.42,92,0,3.3784,0.368,0.0,1,0,0,0.52,0.0,11.5265,1,mesh_alert,mesh_status,normal,benign
215,108,46272,8080,5,59.05,133,0,1.9907,0.6186,0.0847,0,0,0,0.28,0.0,1.829,1,mesh_alert,mesh_pivot_alert,attack,apt
337,197,31943,443,0,13.46,191,0,1.7107,0.5668,0.0,0,0,0,0.18,0.0,14.636,0,status,dashboard_poll,normal,benign
110,44,54781,445,0,152.09,63,0,2.5,0.5727,0.0,1,0,1,0.94,0.0,0.2893,0,network,port_scan,attack,bot
1023,15,34361,443,2,246.1,1216,0,68.2,1.1887,0.0081,0,0,1,0.18,0.0,0.061,0,network,request_flood,attack,bot
271,83,56082,1883,0,6.75,105,0,3.2651,0.3875,0.0,1,0,0,0.52,0.0,12.2963,0,heartbeat,heartbeat,normal,benign
371,189,56812,80,0,5.11,209,0,1.963,0.5633,0.0,0,0,0,0.2,0.0,36.9863,0,status,dashboard_poll,normal,benign
206,92,60984,1883,0,5.56,92,0,2.2391,0.4466,0.0,1,0,0,0.52,0.0,16.5468,1,mesh_alert,mesh_status,normal,benign
313,92,59356,1883,3,55.82,101,0,3.4022,0.3227,0.0537,1,0,0,0.52,0.0,1.6482,1,mesh_alert,mesh_pivot_alert,attack,apt
190,108,40448,1883,0,6.44,75,0,1.7593,0.3947,0.0,1,0,0,0.52,0.0,16.7702,1,mesh_alert,mesh_status,normal,benign
418,187,38563,1883,0,14.56,191,0,2.2353,0.4569,0.0,1,0,0,0.52,0.0,12.8434,0,network,telemetry_upload,normal,benign
456,185,28464,443,0,12.52,280,0,2.4649,0.614,0.0,0,0,0,0.18,0.0,14.7764,0,network,telemetry_upload,normal,benign
720,215,23552,443,0,3.51,473,0,3.3488,0.6569,0.0,0,0,0,0.18,0.0,61.2536,0,network,firmware_check,normal,benign
417,254,45703,443,0,11.85,213,0,1.6417,0.5108,0.0,0,0,0,0.18,0.0,21.4346,0,status,dashboard_poll,normal,benign
313,168,51791,22,24,70.29,244,0,1.8631,0.7796,0.3414,1,0,0,0.86,0.0,2.3901,0,network,credential_stuffing,attack,human
390,158,58485,80,0,9.51,221,0,2.4684,0.5667,0.0,0,0,0,0.2,0.0,16.6141,0,status,dashboard_poll,normal,benign
221,86,52230,1883,0,6.82,83,0,2.5698,0.3756,0.0,1,0,0,0.52,0.0,12.61,1,mesh_alert,mesh_status,normal,benign
469,380,42579,443,0,1.98,371,0,1.2342,0.791,0.0,0,0,0,0.18,0.0,191.9192,0,network,firmware_check,normal,benign
292,107,24237,1883,0,6.61,119,0,2.729,0.4075,0.0,1,0,0,0.52,0.0,16.1876,0,heartbeat,heartbeat,normal,benign
504,325,33467,443,0,5.25,295,0,1.5508,0.5853,0.0,0,0,0,0.18,0.0,61.9048,0,network,firmware_check,normal,benign
247,95,39945,443,0,8.96,119,0,2.6,0.4818,0.0,0,0,0,0.18,0.0,10.6027,0,heartbeat,heartbeat,normal,benign
470,112,26937,1883,0,18.45,352,0,4.1964,0.7489,0.0,1,0,0,0.52,0.0,6.0705,0,network,telemetry_upload,normal,benign
357,182,49776,8080,0,5.03,178,0,1.9615,0.4986,0.0,0,0,0,0.28,0.0,36.1829,0,network,telemetry_upload,normal,benign
207,100,39567,1883,0,7.48,74,0,2.07,0.3575,0.0,1,0,0,0.52,0.0,13.369,1,mesh_alert,mesh_status,normal,benign
210,65,54305,1883,0,3.2,60,0,3.2308,0.2857,0.0,1,0,0,0.52,0.0,20.3125,1,mesh_alert,mesh_status,normal,benign
417,124,59918,443,0,24,248,0,3.3629,0.5947,0.0,0,0,0,0.18,0.0,5.1667,0,network,telemetry_upload,normal,benign
267,109,29875,443,0,2.44,117,0,2.4495,0.4382,0.0,0,0,0,0.18,0.0,44.6721,0,heartbeat,heartbeat,normal,benign
631,214,28855,443,0,5.6,549,0,2.9486,0.87,0.0,0,0,0,0.18,0.0,38.2143,0,network,firmware_check,normal,benign
255,71,58012,1883,0,8.81,90,0,3.5915,0.3529,0.0,1,0,0,0.52,0.0,8.059,1,mesh_alert,mesh_status,normal,benign
220,66,61847,443,15,47.46,328,0,3.3333,1.4909,0.3161,0,0,0,0.18,0.0,1.3906,0,network,credential_stuffing,attack,human
337,1006,45188,1883,2,7.68,108,0,0.335,0.3205,0.2604,1,0,0,0.52,0.0,130.9896,0,network,low_and_slow_probe,attack,apt
298,99,42822,443,0,4.72,149,0,3.0101,0.5,0.0,0,0,0,0.18,0.0,20.9746,0,heartbeat,heartbeat,normal,benign
326,246,49242,443,0,5.18,138,0,1.3252,0.4233,0.0,0,0,0,0.18,0.0,47.4903,0,status,dashboard_poll,normal,benign
279,244,52051,443,5,58.92,106,0,1.1434,0.3799,0.0849,0,0,0,0.18,0.0,4.1412,1,mesh_alert,mesh_pivot_alert,attack,apt
318,207,64778,80,0,6.92,137,0,1.5362,0.4308,0.0,0,0,0,0.2,0.0,29.9133,0,status,dashboard_poll,normal,benign
609,245,39001,443,0,5.4,557,0,2.4857,0.9146,0.0,0,0,0,0.18,0.0,45.3704,0,network,firmware_check,normal,benign
143,1015,54289,1883,2,14.44,200,0,0.1409,1.3986,0.1385,1,0,0,0.52,0.0,70.2909,0,network,low_and_slow_probe,attack,apt
1205,17,56187,8080,2,419.81,1294,0,70.8824,1.0739,0.0048,0,0,1,0.28,0.0,0.0405,0,network,request_flood,attack,bot
217,93,64193,1883,0,8.43,80,0,2.3333,0.3687,0.0,1,0,0,0.52,0.0,11.032,1,mesh_alert,mesh_status,normal,benign
315,132,35305,443,0,16.35,186,0,2.3864,0.5905,0.0,0,0,0,0.18,0.0,8.0734,0,network,telemetry_upload,normal,benign
574,172,35166,22,10,108.01,281,2,3.3372,0.4895,0.0926,1,1,1,0.86,0.667,1.5924,0,tamper,physical_tamper,attack,human
423,140,38217,443,0,16.3,250,0,3.0214,0.591,0.0,0,0,0,0.18,0.0,8.589,0,network,telemetry_upload,normal,benign
418,184,26067,8080,0,16.55,288,0,2.2717,0.689,0.0,0,0,0,0.28,0.0,11.1178,0,network,telemetry_upload,normal,benign
672,249,64047,443,0,3.67,407,0,2.6988,0.6057,0.0,0,0,0,0.18,0.0,67.8474,0,network,firmware_check,normal,benign
271,81,28560,1883,0,5.93,136,0,3.3457,0.5018,0.0,1,0,0,0.52,0.0,13.6594,0,heartbeat,heartbeat,normal,benign
240,85,53164,1883,0,4.37,102,0,2.8235,0.425,0.0,1,0,0,0.52,0.0,19.4508,0,heartbeat,heartbeat,normal,benign
138,23,42136,80,1,138.68,89,0,6.0,0.6449,0.0072,0,0,1,0.2,0.0,0.1658,0,network,port_scan,attack,bot
298,672,62270,22,2,15.57,232,1,0.4435,0.7785,0.1285,1,0,0,0.86,0.333,43.1599,0,network,low_and_slow_probe,attack,apt
911,9,61698,1883,2,245.49,802,0,101.2222,0.8804,0.0081,1,0,1,0.52,0.0,0.0367,0,network,request_flood,attack,bot
266,362,56822,443,5,14.24,70,1,0.7348,0.2632,0.3511,0,0,0,0.18,0.333,25.4213,0,network,low_and_slow_probe,attack,apt
310,186,28007,80,0,11.21,108,0,1.6667,0.3484,0.0,0,0,0,0.2,0.0,16.5923,0,status,dashboard_poll,normal,benign
274,111,32080,8080,3,54.98,124,0,2.4685,0.4526,0.0546,0,0,0,0.28,0.0,2.0189,1,mesh_alert,mesh_pivot_alert,attack,apt
264,115,36161,3389,25,80.37,265,0,2.2957,1.0038,0.3111,1,0,0,0.96,0.0,1.4309,0,network,credential_stuffing,attack,human
205,85,41662,1883,0,5.81,74,0,2.4118,0.361,0.0,1,0,0,0.52,0.0,14.6299,1,mesh_alert,mesh_status,normal,benign
340,89,27936,443,0,8.21,183,0,3.8202,0.5382,0.0,0,0,0,0.18,0.0,10.8404,0,heartbeat,heartbeat,normal,benign
196,103,35939,1883,0,4.43,87,0,1.9029,0.4439,0.0,1,0,0,0.52,0.0,23.2506,1,mesh_alert,mesh_status,normal,benign
702,252,37996,443,0,5.96,411,0,2.7857,0.5855,0.0,0,0,0,0.18,0.0,42.2819,0,network,firmware_check,normal,benign
486,248,50508,443,0,2.09,365,0,1.9597,0.751,0.0,0,0,0,0.18,0.0,118.6603,0,network,firmware_check,normal,benign
288,100,50630,443,0,7.49,124,0,2.88,0.4306,0.0,0,0,0,0.18,0.0,13.3511,0,heartbeat,heartbeat,normal,benign
220,62,40184,1883,0,7.72,78,0,3.5484,0.3545,0.0,1,0,0,0.52,0.0,8.0311,1,mesh_alert,mesh_status,normal,benign
317,360,57765,1883,2,9.01,138,0,0.8806,0.4353,0.222,1,0,0,0.52,0.0,39.9556,0,network,low_and_slow_probe,attack,apt
161,859,50697,443,3,8.53,219,0,0.1874,1.3602,0.3517,0,0,0,0.18,0.0,100.7034,0,network,low_and_slow_probe,attack,apt
474,147,57945,1883,0,13.65,234,0,3.2245,0.4937,0.0,1,0,0,0.52,0.0,10.7692,0,network,telemetry_upload,normal,benign
293,115,56143,443,0,6.7,137,0,2.5478,0.4676,0.0,0,0,0,0.18,0.0,17.1642,0,heartbeat,heartbeat,normal,benign
165,529,37170,80,1,17.48,225,0,0.3119,1.3636,0.0572,0,0,0,0.2,0.0,30.2632,0,network,low_and_slow_probe,attack,apt
413,166,35044,443,27,82.06,190,0,2.488,0.46,0.329,0,0,0,0.18,0.0,2.0229,0,network,credential_stuffing,attack,human
297,163,28491,8080,0,7.16,194,0,1.8221,0.6532,0.0,0,0,0,0.28,0.0,22.7654,0,network,telemetry_upload,normal,benign
284,121,41461,1883,0,5.79,139,0,2.3471,0.4894,0.0,1,0,0,0.52,0.0,20.8981,0,heartbeat,heartbeat,normal,benign
184,119,34315,1883,0,5.63,76,0,1.5462,0.413,0.0,1,0,0,0.52,0.0,21.1368,1,mesh_alert,mesh_status,normal,benign
496,62,48544,3389,25,57.66,239,0,8.0,0.4819,0.4336,1,0,0,0.96,0.0,1.0753,0,network,credential_stuffing,attack,human
201,73,33028,1883,0,4.97,55,0,2.7534,0.2736,0.0,1,0,0,0.52,0.0,14.6881,1,mesh_alert,mesh_status,normal,benign
506,134,31836,443,0,17.73,302,0,3.7761,0.5968,0.0,0,0,0,0.18,0.0,7.5578,0,network,telemetry_upload,normal,benign
217,64,55209,1883,0,6.24,59,0,3.3906,0.2719,0.0,1,0,0,0.52,0.0,10.2564,1,mesh_alert,mesh_status,normal,benign
454,222,23020,443,0,2.67,362,0,2.045,0.7974,0.0,0,0,0,0.18,0.0,83.1461,0,network,firmware_check,normal,benign
202,90,59277,1883,0,7.78,84,0,2.2444,0.4158,0.0,1,0,0,0.52,0.0,11.5681,1,mesh_alert,mesh_status,normal,benign
440,72,35590,22,24,47.82,264,0,6.1111,0.6,0.5019,1,0,0,0.86,0.0,1.5056,0,network,credential_stuffing,attack,human
170,105,52968,1883,0,5.57,74,0,1.619,0.4353,0.0,1,0,0,0.52,0.0,18.851,1,mesh_alert,mesh_status,normal,benign
586,234,53958,443,0,4.63,386,0,2.5043,0.6587,0.0,0,0,0,0.18,0.0,50.54,0,network,firmware_check,normal,benign
430,183,63795,3389,23,51.68,351,0,2.3497,0.8163,0.445,1,0,0,0.96,0.0,3.541,0,network,credential_stuffing,attack,human
495,295,62167,443,0,6.76,296,0,1.678,0.598,0.0,0,0,0,0.18,0.0,43.6391,0,network,firmware_check,normal,benign
